id,documentation,thriller,sport,history,scifi,european,romance,horror,war,action,crime,reality,animation,family,drama,fantasy,comedy,western,music
tm985712,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ts301964,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
tm1027712,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
tm1102151,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
tm1065788,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
ts296201,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ts297058,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
tm1162608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tm979182,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
ts282840,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ts268220,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ts306135,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ts268103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ts352881,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tm1070032,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ts328617,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
tm1152224,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
tm1217689,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ts72196,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ts307981,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0
tm1074621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ts188367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm990983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm1094069,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tm1037704,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
tm902870,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tm1165118,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
tm948681,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0
ts331654,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
ts283614,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
tm960430,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
tm954297,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
tm1107848,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ts319460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tm997608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ts287853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm950360,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
ts288064,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
ts305890,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
ts304690,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0
tm1107912,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
tm813372,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
tm1001619,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
tm1025493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
tm1087383,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
tm1147890,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tm983722,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm886188,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
tm1101878,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
tm1183542,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
ts229537,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
tm960145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ts267062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ts254956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
tm810657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm876083,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0
ts305732,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ts313902,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tm1102856,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
ts302653,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
tm462311,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
tm855340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ts326955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm1000185,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
tm1030283,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tm1040337,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ts306188,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tm1039422,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ts308516,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ts329882,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
tm1006127,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
ts317064,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tm1196455,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tm990972,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
ts232506,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
tm1074622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ts330289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tm1063013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm996040,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
tm945283,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tm1075596,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
ts311958,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tm979688,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
tm1033803,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ts302570,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tm1038096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ts285854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ts343426,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tm1031448,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tm1195428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tm1039168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
tm1164320,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tm904862,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
tm926580,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
tm1017664,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm977620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm1118822,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tm1185568,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ts310331,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tm1110205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
tm1119455,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ts293346,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tm1137797,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tm1172947,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
ts285422,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm942277,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tm1102570,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm856634,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
tm1174919,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ts304709,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
tm1031499,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
tm1143058,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
tm1152323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tm963023,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
tm1166429,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tm1068692,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tm983466,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tm1003376,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
tm872496,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
tm1159300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tm1191019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tm1027297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
tm1000296,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
tm861018,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
tm1160484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm1037519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
tm1063034,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ts272669,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tm859005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
tm1147172,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tm1028026,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tm1021689,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tm1106551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ts273275,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tm1202960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tm867681,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
tm1173806,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ts286218,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
tm960924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm1127511,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
ts289757,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tm1204317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm1040832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tm1037687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
tm981676,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
tm1165244,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
tm1111595,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
tm1089593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
tm995613,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
tm1150800,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
tm989502,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
tm1088320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tm1038857,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tm1011188,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
tm1023388,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
tm1049290,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
tm1159301,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
tm1207715,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
ts273245,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
tm1049083,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tm1030241,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tm1073555,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
tm1044137,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tm1116525,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
tm1019865,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
tm990740,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tm1041329,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
tm1013111,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0
tm1027639,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
ts314962,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ts357345,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tm1128292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tm869475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
tm1179579,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0
tm1040733,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tm1080114,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tm983730,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tm1067260,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
tm1082515,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ts297132,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
ts330422,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
tm1142245,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
tm1109843,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
ts296581,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ts322267,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tm1092075,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
tm1092309,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
tm886193,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
ts272422,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tm1124066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tm1171107,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tm1104252,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
ts308053,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tm1038364,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
tm1022280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm1180743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ts316882,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tm998238,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
tm1064988,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ts296698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tm1143319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tm1119172,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ts241296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
tm1095880,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tm1055586,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tm1118234,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ts286386,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
tm1036542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ts319303,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0
tm1119015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
tm998678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tm1106900,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ts314963,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ts285470,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
tm1024535,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
tm958688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm1039571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tm1054462,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
tm1043655,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
tm1161223,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
ts282876,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tm1107850,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0
ts288544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
ts285106,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tm1111616,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
tm1091284,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
tm1172600,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ts322506,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
tm1068632,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ts285874,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
tm1045603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
tm1179176,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tm1032950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tm1033369,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ts307816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tm1114350,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
tm1131374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tm996996,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
ts305254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tm996010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
tm1141663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tm1120212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm997617,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tm1036797,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
tm1027177,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
tm1029279,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ts289982,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
tm988879,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ts297061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tm1033635,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tm1115392,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
ts317709,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
tm1076198,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ts269300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tm1064193,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tm1159947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ts283284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm1120636,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
tm1029314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
tm1130275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tm1150727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tm1111559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tm1102410,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tm1015884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm1146635,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tm1121098,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
tm1023438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm1119331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ts274575,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tm965758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ts284885,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
tm1120766,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tm1091823,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ts341760,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tm1068777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tm988801,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
tm1160938,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
tm998544,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
tm1109080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm1004011,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
tm1159298,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tm1131895,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
ts317423,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tm1098060,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
tm1019822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tm1042277,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tm1089595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm1025616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tm1018592,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
ts346656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tm863829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
ts297729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tm1068720,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
tm1106888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm1141346,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
tm1045883,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
tm1147041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ts285471,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
ts325991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tm1108171,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tm1045018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
tm987730,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
tm1019084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tm1094060,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tm1047429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ts287804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tm1038025,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
tm986017,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0
tm988613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm1080697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm1046969,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tm1099320,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tm1040959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tm982470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
ts270616,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ts302434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tm1204412,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
tm1049317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tm1201341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tm1110212,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
