id,imdb_id,imdb_score,imdb_votes,tmdb_score,tmdb_popularity
ts89832,tt10055734,7.1,2569,10.0,15.15
ts216493,tt10477528,7.7,6303,7.5,252.688
tm375446,tt6527456,5.1,2412,0.0,18.974
tm881859,tt3260524,7.8,4523,0.0,12.806
ts217891,tt6908976,4.6,1934,7.337,82.799
tm986700,tt13723064,5.8,6517,0.0,9.518
tm674099,tt10287954,7.0,21333,0.0,12.682
tm434830,tt6365796,7.5,2290,2.0,4.171
ts254982,,,,10.0,1.504
tm473601,,,,0.0,8.664
tm475162,,,,5.5,3.54
ts88841,tt12879522,6.4,1275,0.0,10.551
ts104840,tt9184970,7.5,2733,9.0,3.678
tm814734,tt8613876,4.9,6189,0.0,13.895
tm912373,tt12588160,7.2,2976,0.0,5.264
tm916997,tt10276470,6.1,13798,0.0,14.953
tm465408,tt7358154,5.5,655,10.0,2.604
tm826473,,,,7.639,8.081
tm932595,tt4844150,5.4,4339,0.0,39.595
tm454156,tt6869362,6.2,3312,6.3,5.414
ts221365,,,,6.6,6.569
tm889679,tt8523028,5.4,1516,0.0,10.847
ts251560,tt12850262,7.3,1743,7.8,5.02
tm502151,tt8296660,5.3,1293,7.5,7.463
ts223242,tt12525622,7.1,939,8.1,4.721
ts237773,,,,6.9,22.426
ts268099,tt13783758,6.7,96,4.3,4.271
tm927286,tt12987838,6.8,467,5.9,19.659
tm881162,tt11905462,7.6,11296,0.0,11.88
tm319139,tt6836936,5.0,20267,0.0,7.256
tm461159,tt6772524,5.8,3461,0.0,17.173
tm305433,tt6172460,6.9,3945,0.0,10.256
ts314529,,,,,0.6
tm980097,tt12780384,2.7,607,0.0,6.491
ts237488,,,,7.9,10.301
tm485801,tt9695258,4.4,1243,0.0,6.736
tm978401,,,,6.7,7.95
ts253722,tt12923734,6.5,423,8.5,2.441
ts268890,tt13394544,7.6,2693,7.763,18.949
tm835869,tt10767720,5.6,5080,7.0,21.561
ts114080,tt7943036,6.2,1074,0.0,13.245
ts219049,,,,9.0,1.966
ts251512,tt12754910,7.6,1139,7.0,9.729
ts90356,tt10686814,7.4,734,7.0,9.3
ts222325,tt11229002,7.7,565,8.7,1.813
ts89291,tt10677432,6.8,1369,0.0,3.965
ts225544,tt11822998,8.1,11911,7.5,9.821
tm836662,tt8116640,5.9,3077,0.0,9.409
ts251618,tt12759334,5.1,1287,6.9,6.667
ts85451,tt8987918,7.2,531,0.0,3.804
tm457856,tt9046564,7.2,2320,0.0,3.611
ts226403,tt9581782,6.8,802,7.3,2.586
ts90902,tt10253244,7.8,1523,0.0,24.844
tm464435,tt10050782,7.1,1394,6.0,2.882
ts224891,tt16391360,,,7.2,5.149
ts218176,tt10726356,6.3,2487,7.5,8.046
ts222380,tt8905964,7.5,1523,8.6,7.195
ts236653,tt12176398,6.6,379,10.0,1.517
ts252166,tt12560270,6.6,653,6.4,8.209
ts245653,,,,7.6,12.778
tm823488,tt10655608,7.0,594,7.0,3.314
tm816992,tt10508838,6.2,4292,0.0,14.66
ts225669,,,,7.2,16.589
ts255809,tt13244092,7.0,2546,7.5,33.319
ts237208,tt12200714,7.4,1258,6.9,3.011
ts88271,tt9708598,7.7,651,0.0,7.066
ts256853,tt10732794,8.1,1224,9.0,17.297
ts87320,tt9747016,7.8,745,0.0,6.936
tm854278,,,,0.0,10.026
tm467804,,,,10.0,1.537
ts225410,tt11996042,,,8.5,9.733
tm451502,tt6280858,2.6,429,2.5,4.14
tm884369,tt12004838,8.6,1503,4.0,3.016
tm454096,tt9271164,4.7,3384,5.5,14.846
tm850454,tt11177308,7.2,889,6.1,4.955
ts251272,tt12588326,5.9,419,8.0,1.408
tm814150,tt10345590,5.8,5440,0.0,125.201
ts90980,tt10186846,7.5,2992,0.0,3.208
ts185885,tt10244612,6.8,2290,7.0,6.856
tm864480,tt5827790,6.1,7016,0.0,8.534
ts227412,tt11983342,8.0,609,8.8,3.911
ts221366,,,,7.1,7.258
ts91741,tt9731254,6.8,1284,0.0,5.236
tm518467,tt7080422,5.6,1760,6.0,14.144
ts254293,tt12938472,7.1,1254,6.2,9.677
tm844250,tt9537292,7.3,19270,6.8,9.691
tm816593,tt10516390,5.8,2245,0.0,4.051
ts251119,tt12656690,6.4,28,6.3,2.137
ts237111,tt12146940,6.9,979,7.2,4.813
ts233530,tt11718294,6.9,775,7.0,1.889
tm366245,tt6593054,3.1,7812,6.0,19.937
tm948100,tt13130532,4.6,1254,0.0,1.021
tm857399,tt11810418,6.8,1981,0.0,2.864
ts237014,,,,7.5,12.245
tm941382,tt13428402,7.5,4048,0.0,17.83
tm571805,tt4180560,6.1,11498,0.0,9.31
tm931330,tt13058290,7.3,6728,0.0,10.809
ts351349,tt12742136,7.8,1416,7.2,8.231
tm981863,tt13495586,2.7,88,0.0,5.376
tm932201,,,,0.0,2.206
ts314647,,,,,
tm494731,tt8976710,4.5,8791,0.0,27.608
tm470378,tt9046574,7.0,2847,8.0,9.663
tm1081074,tt8202262,6.7,789,6.8,2.418
ts105601,tt9165404,7.7,293,0.0,6.453
ts269844,tt13206988,8.0,6829,8.1,1.4
ts101874,tt9641192,7.3,2625,0.0,8.869
ts89656,tt10628250,7.4,252,0.0,8.369
tm452962,tt7967412,6.6,7867,6.7,10.68
ts267956,,,,7.9,8.766
ts217389,tt10655506,6.7,2174,9.0,8.408
ts236332,tt12027008,3.9,1514,5.9,10.16
tm898169,,,,0.0,10.718
ts85510,tt9278032,7.6,1647,0.0,4.572
ts187386,tt10268080,6.6,190,9.2,5.31
tm894619,tt10714856,6.3,11642,0.0,18.004
tm458893,tt7200946,4.8,9061,5.7,20.224
tm897170,tt8246392,5.7,2897,0.0,12.402
ts254767,tt13005714,7.3,1203,7.6,4.924
tm449590,tt9257484,4.6,8836,0.0,14.704
tm884581,tt10329566,6.0,2797,0.0,15.16
ts104168,tt9281190,6.9,1918,0.0,36.514
ts221363,tt10986056,7.6,5357,7.1,6.928
ts222049,tt10948316,7.6,2210,7.5,2.1
tm898262,tt9916362,6.4,5006,0.0,7.981
tm462611,tt6736198,5.9,2426,4.5,9.653
tm844513,tt11321572,7.0,667,3.0,2.772
tm854876,tt11154906,6.1,2908,0.0,12.019
ts237071,tt12079236,6.8,481,7.0,6.072
tm987599,tt13649688,5.5,657,0.0,5.473
tm462778,tt9817258,7.3,2394,0.0,4.353
tm890660,tt11127690,5.7,12889,0.0,11.497
tm421560,tt8599746,5.9,1476,6.6,6.772
tm857397,tt11829302,7.0,2019,0.0,5.826
tm472766,tt9213932,6.1,1582,0.0,9.57
tm460360,tt8242160,5.9,3342,0.0,7.463
tm973536,tt13433082,6.1,3521,0.0,5.211
ts191121,tt10241238,5.6,2585,6.8,11.161
ts213232,tt10370956,6.0,813,0.0,0.706
tm462660,tt9799992,6.4,1855,10.0,11.895
ts251378,tt12723962,7.4,806,7.4,1.858
ts218890,tt11418344,6.0,624,7.7,6.905
ts268592,tt11916718,5.9,186,,1.112
ts216593,,,,7.9,2.929
ts241460,,,,8.3,1.835
ts88552,tt9654086,6.8,679,0.0,26.206
ts87361,tt11272424,6.2,632,3.0,1.4
ts296153,tt10380934,6.8,1267,7.8,11.279
tm946604,tt13279528,5.9,1859,0.0,4.668
tm514257,tt7304802,6.3,9177,0.0,11.988
tm933826,tt10230414,6.8,7694,0.0,2.765
tm835432,tt10978398,5.5,3896,0.0,27.138
tm933447,tt11860624,7.1,1293,7.7,2.023
ts224164,,,,7.4,10.309
tm1147120,,,,4.8,4.216
tm453098,tt7299298,6.2,4126,0.0,12.74
ts270465,tt13731400,7.8,1583,7.6,1.775
tm886283,tt6834916,5.1,3681,0.0,10.179
ts214192,tt10367818,5.1,234,0.0,105.774
tm920096,tt10395748,5.7,184,0.0,1.785
ts250871,tt12588416,7.2,1710,7.0,5.588
ts252141,tt12765530,6.3,316,6.6,9.927
ts87488,tt9098432,5.6,1030,0.0,12.306
ts222606,tt11377920,7.7,200,9.1,5.171
tm475501,tt9169592,7.3,1888,6.3,3.26
tm464888,tt1275863,6.8,16288,6.1,3.983
tm880059,tt3993886,6.0,3895,5.0,7.586
ts216744,tt10589932,7.8,30,,
ts251783,,,,9.3,3.324
tm933639,tt10798660,5.3,203,7.0,22.103
tm675171,tt10289996,7.5,1396,5.0,3.454
ts314648,tt12748032,7.0,162,5.3,9.73
ts214579,tt10380814,7.3,79,9.0,5.127
ts270742,tt14017966,7.8,79,8.5,2.067
ts228502,tt11092086,5.0,949,8.0,1.96
tm455410,tt8749922,5.0,912,7.5,6.649
ts214462,tt10348700,6.6,192,0.0,3.778
ts104485,tt9310400,6.2,1330,0.0,14.772
ts214280,tt10367990,6.4,1149,0.0,33.416
tm450673,tt7427356,5.6,6309,0.0,9.83
tm855827,tt11474156,6.1,4326,0.0,4.737
tm1108868,tt14064260,3.1,41,3.7,1.43
tm812781,tt10438648,6.8,2016,0.0,2.821
ts88133,tt9886950,7.2,1552,0.0,14.059
tm857921,tt11474480,7.6,3271,0.0,2.628
tm494531,tt8988832,7.2,4165,7.3,7.786
ts89361,tt9731266,5.4,596,7.5,9.044
ts268758,tt12719250,5.7,5169,6.8,3.402
tm912400,tt12588432,6.6,1594,6.1,3.128
tm465513,tt9887580,3.6,637,0.0,12.219
tm944331,tt13276386,6.5,2100,8.2,10.122
ts236769,tt12189310,7.6,2304,7.4,5.929
tm823302,tt8217188,6.9,568,0.0,2.977
tm496648,tt8783532,6.5,2834,0.0,11.031
tm430106,tt8900434,7.1,1945,7.5,4.752
ts225379,,,,8.6,7.633
ts224794,,,,8.3,15.021
ts306187,tt9153270,6.5,2976,8.6,18.784
ts236182,tt10930958,5.1,1993,5.2,2.033
ts231260,tt11465292,6.5,21,,
ts188840,tt10106108,7.1,1677,6.9,9.498
ts268648,tt13486136,6.9,417,5.5,2.634
tm817542,tt10556746,8.2,102,0.0,2.275
tm918043,tt12567088,7.2,18368,0.0,4.929
tm454861,tt9647980,7.2,120,0.0,2.152
tm450698,tt9239888,6.2,6413,0.0,12.973
ts103935,tt9327242,7.3,784,7.6,28.05
tm889629,tt7562334,5.8,1628,8.0,13.497
tm895839,tt10941528,5.6,2723,0.0,13.561
ts89696,tt8027624,7.0,341,0.0,3.965
ts190452,tt10064124,7.2,2430,7.1,14.787
ts215869,tt10521644,5.7,390,8.0,1.128
ts90280,tt9046782,5.9,737,0.0,8.38
tm474548,tt9032888,5.7,3069,0.0,8.029
tm946718,tt13345636,6.5,930,0.0,1.489
ts100354,tt9852660,7.9,772,7.3,3.878
ts88471,tt8001788,7.8,3572,7.2,10.758
tm466255,tt10009796,6.5,4665,0.0,6.514
tm832903,tt10731748,5.1,2698,6.3,11.49
tm450832,tt7511008,4.6,2310,6.3,12.684
tm450462,tt8959820,7.2,10499,6.3,6.578
tm882887,tt12027020,7.2,1855,7.1,7.016
ts225647,,,,8.8,3.974
ts86928,tt9266592,8.0,1054,10.0,6.289
tm847678,,,,8.0,3.275
tm960414,tt13055780,5.8,10086,0.0,11.246
ts90640,tt10312958,6.7,314,0.0,1.771
tm945168,tt13150630,7.2,6516,10.0,12.143
tm889200,,,,0.0,8.383
ts84639,tt9522354,5.9,635,0.0,4.35
ts251094,tt12580168,6.2,3781,8.8,3.863
tm466954,tt9562694,2.6,3579,4.1,18.55
tm857805,,,,0.0,35.119
ts86940,tt8685446,6.5,467,7.0,3.703
ts89315,tt8009602,6.8,2897,7.1,1.672
tm848663,,,,0.0,4.35
ts256898,,,,6.1,2.008
tm413558,tt6342440,6.9,970,7.0,3.37
tm827168,tt10682000,6.4,1870,7.2,3.063
ts87698,tt9584024,7.8,450,1.0,2.183
tm679284,tt10060094,5.6,18217,5.0,15.628
tm925858,tt9660688,5.6,1628,0.0,6.955
tm972010,tt14288764,3.1,438,10.0,8.015
tm483420,tt9824012,6.9,465,10.0,2.938
ts91034,tt9337588,5.0,9033,7.0,2.799
tm821164,tt10662450,2.6,1694,0.0,4.75
tm514494,tt7304824,6.2,6685,6.5,18.674
ts87489,tt9426194,7.0,1263,0.0,1.353
tm825102,tt10746342,8.3,1772,7.8,10.121
ts217045,tt10619444,7.0,570,7.9,7.629
ts235979,tt12079212,7.3,1491,7.5,3.275
ts88169,tt9537306,6.7,832,8.0,8.09
ts256297,tt13317376,5.8,172,9.0,5.671
tm932609,tt10914452,4.8,4302,0.0,31.54
tm447755,tt8211214,5.2,756,0.0,9.121
tm448767,tt9358052,7.3,12615,4.5,8.876
tm462277,tt8550208,6.6,5903,7.0,5.086
ts253549,,,,10.0,2.184
ts252661,tt12875794,6.4,412,6.7,11.722
tm970327,tt12553430,7.2,32,9.0,
tm814894,tt10511826,6.8,556,6.7,2.838
ts256606,tt13363298,7.4,2144,7.1,6.71
tm843276,tt11254858,6.5,901,0.0,10.489
tm949267,tt13353486,6.4,952,6.0,5.006
tm919106,tt10851618,8.1,1726,0.0,9.54
tm850862,,,,0.0,3.684
tm494847,tt8983180,6.3,4534,0.0,4.416
ts254817,tt12939836,7.3,1516,7.6,6.559
ts215166,tt10448486,6.4,401,6.8,3.322
tm931436,tt10804786,4.3,2150,0.0,10.589
tm943718,tt13236566,5.8,11732,0.0,8.102
ts251621,tt12753698,7.1,2631,8.0,3.723
tm837690,tt9343754,7.2,1635,7.0,2.007
tm484989,tt4008566,4.6,3849,7.5,15.659
ts216513,tt10540562,6.6,947,7.2,10.053
tm879609,tt11921004,6.7,823,0.0,5.305
tm897418,tt7600716,6.0,1100,0.0,5.874
tm863890,tt9806336,5.9,5169,0.0,10.793
tm844497,,,,0.0,6.163
tm420181,tt6193522,6.8,742,10.0,2.957
tm847623,tt7983744,3.3,396,0.0,3.373
tm925218,tt10097484,5.1,455,0.0,4.601
ts188991,tt10311932,6.3,5016,7.3,9.426
ts90511,tt10242266,7.3,887,0.0,11.376
ts237239,,,,7.4,34.554
tm977464,tt13192640,7.0,81,0.0,1.841
ts191285,tt10097916,7.6,234,9.2,3.97
tm946360,tt8722624,6.1,918,0.0,5.788
tm858416,,,,0.0,5.475
tm984935,tt13583120,7.5,396,0.0,1.628
tm917325,tt12599350,5.2,194,0.0,15.106
tm838954,tt11194492,6.3,514,0.0,2.33
tm675154,tt10305616,5.8,1103,5.0,1.644
ts91125,,,,8.0,6.992
tm844662,tt11248800,7.4,3341,0.0,3.464
tm918853,tt3155342,6.5,4558,0.0,7.402
ts216698,,,,10.0,1.96
tm460815,tt8908002,6.3,11932,0.0,7.384
ts90466,tt10282734,7.3,105,0.0,1.541
tm856424,tt11199356,6.5,4283,0.0,2.2
tm470252,tt10308686,6.2,872,0.0,5.267
tm919082,tt12759408,6.3,195,0.0,14.626
tm843938,tt10816484,6.9,3907,0.0,10.49
ts226410,tt11541444,7.9,661,8.3,8.864
tm455161,tt8176040,5.2,5767,0.0,4.63
tm869307,tt11133472,8.2,7,0.0,0.659
tm452440,tt8716800,4.6,1105,0.0,15.803
tm849407,tt9806322,6.4,8668,0.0,11.061
ts223690,,,,10.0,4.541
tm898759,,,,10.0,20.151
tm831934,tt10912990,5.8,53,0.0,1.898
tm465427,tt7594584,5.0,2216,6.3,9.293
tm851346,tt11568878,6.5,595,0.0,2.368
tm834230,,,,10.0,15.923
tm475339,tt8530978,6.4,5397,0.0,12.175
tm892081,tt12327104,6.2,2573,0.0,2.704
ts78324,tt5621544,5.6,1087,4.5,7.955
tm954543,tt9735976,5.4,839,0.0,2.616
tm975398,tt13446424,4.8,1424,0.0,6.882
ts113748,tt8009622,6.8,717,0.0,3.485
tm948916,tt9654108,5.4,4021,0.0,6.883
ts222625,tt11152058,7.9,422,9.2,16.225
ts90508,tt9196244,4.4,745,8.0,3.863
ts221041,tt11281912,5.0,24,9.3,2.737
ts223084,tt10895588,5.6,381,6.6,3.301
ts269157,tt13540900,7.0,2366,7.3,2.939
tm897771,,,,0.0,4.016
tm910999,tt12481806,5.1,568,6.6,48.067
ts101503,tt9717424,4.5,368,0.0,9.46
tm830833,tt10847138,4.7,2009,0.0,3.819
tm819497,tt10556130,3.8,549,0.0,6.306
tm836674,tt10540242,4.8,2392,0.0,15.911
ts269740,tt13492362,6.3,514,10.0,2.344
tm373452,tt8042292,7.6,7122,0.0,5.585
tm982100,tt13615386,6.3,2682,0.0,23.124
ts90789,tt10243628,7.1,1216,6.0,1.976
tm945825,tt13292206,2.3,391,0.0,12.656
tm885669,tt11057644,6.0,30180,6.0,44.178
tm945435,tt13150606,6.6,155,0.0,4.123
tm474061,tt9228950,5.0,1332,6.4,12.447
tm837843,tt11052346,6.6,179,0.0,4.07
tm840761,,,,6.9,21.463
tm856593,tt11810424,7.0,2025,0.0,3.936
tm948607,tt13318052,5.8,5537,0.0,8.396
tm351938,tt4725842,3.9,3396,0.0,11.913
tm470597,tt9567112,7.0,577,0.0,2.112
tm426630,tt6078866,7.1,2847,4.5,2.862
tm483602,tt9877170,6.5,10884,0.0,4.904
tm886214,tt10230426,4.2,19594,0.0,5.325
tm919903,tt12792598,5.6,988,0.0,3.58
tm835305,,,,7.9,7.111
tm455981,tt9663460,8.6,613,4.9,1.489
tm836638,tt9646240,5.8,2599,9.0,5.813
ts59542,,,,10.0,9.917
ts105589,tt9165434,7.8,80,0.0,3.171
tm847008,tt8477336,6.5,334,0.0,3.042
ts222438,,,,8.1,17.526
tm452929,tt9100028,4.8,1291,7.0,4.751
tm845532,tt11378264,7.3,3350,7.5,7.262
tm818786,tt5603212,5.0,1052,5.8,4.112
tm834715,tt10370116,8.4,3293,0.0,1.938
tm830795,tt11316824,7.2,2347,0.0,4.183
tm450095,tt6156138,7.4,2822,0.0,6.572
tm833382,tt12285116,5.8,867,6.0,1.779
ts222802,tt11261994,7.2,309,7.4,6.064
tm477006,tt9109976,6.2,4223,9.0,3.872
ts243256,tt12313074,5.9,677,6.8,12.324
ts250803,tt12540060,7.9,550,7.7,1.323
tm825952,tt10687642,6.5,838,5.0,1.823
tm863992,tt11564588,6.8,272,0.0,4.58
ts112733,tt8069036,6.8,13169,0.0,4.509
ts90095,tt10751504,3.4,10097,0.0,4.756
tm466832,tt10127562,6.5,2907,6.8,13.817
tm845020,tt11313076,6.0,965,0.0,0.761
tm871330,tt11247064,4.6,542,0.0,7.344
tm458418,tt10763618,7.1,4481,7.9,31.093
tm817087,tt9850370,6.5,1589,0.0,8.19
tm461827,tt8976832,5.3,2541,0.0,9.328
tm947555,tt12882062,5.5,1753,0.0,3.177
tm372035,tt7920024,4.6,1449,4.3,7.113
ts250920,tt12429046,7.0,885,6.4,2.907
tm819016,tt10577906,6.7,289,6.1,3.686
tm838765,tt10006006,5.4,6938,0.0,15.638
tm818588,tt9809140,5.2,1332,0.0,12.438
tm811971,tt10484298,7.8,2373,8.1,4.98
ts112667,tt8115702,7.9,255,7.0,7.048
tm845850,tt10946934,6.5,1485,0.0,16.945
ts104507,tt9314996,6.7,764,0.0,3.771
tm884616,tt10035478,6.4,344,0.0,2.508
tm850822,tt11488724,6.9,1081,0.0,1.835
tm931158,tt9309756,7.8,216,0.0,2.187
tm898180,,,,0.0,2.015
tm677746,tt8435324,6.4,680,5.0,5.39
tm452867,tt7738048,6.3,2298,6.0,10.819
ts222803,tt11168104,7.3,1152,7.1,3.572
tm464527,tt9046568,7.0,1447,4.0,1.698
tm458721,tt9770590,5.4,3976,8.0,5.334
tm492043,tt9172840,5.8,2954,6.0,1.56
tm881891,tt11987296,5.9,1823,0.0,2.862
tm929630,tt10768194,5.3,1168,0.0,3.965
tm935993,tt12899858,7.1,1702,0.0,8.326
tm901947,tt12397078,7.2,2434,7.8,8.954
ts88821,tt10327440,7.2,658,8.0,10.936
ts89336,tt8115672,6.6,157,0.0,3.312
ts250800,tt12825380,,,7.1,27.118
ts223078,,,,7.1,1.972
tm843944,,,,0.0,3.067
tm850730,,,,0.0,10.695
ts87680,tt9587732,5.9,1032,10.0,20.807
ts89331,tt10027946,6.7,851,6.3,8.368
tm976632,tt17081346,3.3,6355,4.5,2.121
tm469025,tt10128616,7.0,254,8.6,13.43
tm857873,,,,7.9,3.273
tm890591,,,,0.0,9.023
tm921416,tt10230422,5.8,5697,10.0,3.481
ts87599,tt10472296,7.2,182,0.0,6.808
tm849937,tt12139700,5.5,1090,5.0,21.935
tm861718,tt9820352,5.9,3309,0.0,4.029
tm937044,tt13161318,6.7,128,7.1,4.118
ts252318,tt12882136,4.2,844,5.7,1.672
tm442199,tt6628322,4.4,2458,0.0,27.126
tm455197,tt8983202,7.0,33814,6.7,7.633
tm840224,tt11168100,7.5,2664,7.6,3.921
tm459329,tt8852536,5.2,284,7.3,2.824
tm453727,tt8354582,4.5,1422,3.0,7.914
tm818154,tt10521638,6.5,1833,0.0,2.961
ts225539,tt11534164,7.7,847,8.7,4.022
ts89330,tt10088086,7.4,375,0.0,1.89
tm832843,tt10847194,6.9,1127,0.0,4.022
tm919210,tt11506054,7.7,1691,0.0,2.026
tm851912,tt10350626,5.6,34891,7.4,6.318
tm941531,tt11499506,5.2,4420,0.0,9.785
tm938466,tt12661060,5.1,533,0.0,1.932
ts251616,tt12748264,5.6,143,8.7,1.597
tm977478,tt10798934,6.6,379,0.0,1.634
tm912190,tt8992946,5.6,2978,0.0,3.503
tm873159,tt11454718,6.4,4898,0.0,30.086
tm957567,tt13400146,6.3,426,0.0,1.981
tm468200,tt9271408,8.0,3699,8.0,4.094
ts222835,tt11243536,6.5,1177,6.4,5.508
ts236197,,,,6.9,6.803
tm893874,tt11651780,5.7,5531,0.0,3.885
tm931701,tt9725830,5.6,821,0.0,3.649
tm885470,,,,0.0,0.6
tm827640,tt10856726,6.3,4772,0.0,11.767
tm908529,tt10648198,5.7,1055,6.4,4.971
ts238316,tt12486430,8.4,504,,5.852
tm817284,tt10589924,6.0,56,5.8,1.35
tm979689,,,,0.0,7.13
ts268997,tt13652552,6.6,194,8.5,1.965
tm975765,tt13458600,8.5,1537,0.0,4.381
tm977782,tt13528990,7.2,344,0.0,6.757
tm429172,tt7336684,5.5,710,0.0,4.766
tm849131,tt8972556,3.5,2936,0.0,10.168
tm854749,,,,0.0,5.668
ts223098,tt11215186,4.9,41,10.0,1.396
ts221851,tt10919902,7.0,418,7.4,3.998
tm929600,tt12930476,6.9,216,6.0,2.426
ts222599,tt10971532,8.2,2657,7.2,1.716
tm977952,tt11692986,5.5,1292,0.0,7.706
tm824560,tt10888456,5.8,189,0.0,1.196
tm920320,tt7240536,7.8,218,7.0,1.029
tm466426,tt5990444,4.3,1737,0.0,12.64
tm853910,tt11763742,7.7,676,0.0,2.964
tm898699,tt11464488,6.7,275,0.0,2.336
tm854682,tt12025688,5.1,191,0.0,5.8
tm828326,tt10924716,7.5,547,0.0,9.235
tm835512,tt10945060,6.0,231,0.0,6.989
tm841239,tt11151792,7.1,1482,5.0,2.744
ts241246,tt12428002,6.4,118,2.0,1.4
ts189314,tt10085386,6.7,580,6.2,0.961
ts233367,tt11698668,6.3,137,8.5,1.795
tm446480,tt7885874,7.7,829,0.0,3.707
tm423624,tt8108164,5.6,4481,4.8,3.371
ts214463,tt10348478,7.8,145,0.0,2.754
ts89679,tt10370952,8.0,102,0.0,6.367
tm889390,,,,0.0,5.334
tm912327,tt12588448,5.1,679,0.0,71.987
tm852662,tt10937434,6.2,5005,4.3,6.74
tm452996,tt8466562,5.7,2439,0.0,4.573
ts88146,tt9654082,7.3,590,7.6,1.513
tm889647,tt8362228,6.4,1145,0.0,5.838
ts266898,tt12571792,6.2,155,10.0,2.435
tm1079495,tt9810420,4.7,434,7.3,7.151
ts89363,tt9817288,7.1,56,0.0,2.196
tm885845,tt9050898,6.4,2845,0.0,10.875
tm851860,tt11497900,6.4,144,0.0,0.741
tm943771,tt13260836,7.1,1486,0.0,27.407
tm1005077,tt13409790,5.7,26,0.0,
tm462551,tt6213294,3.9,431,8.0,4.204
tm840723,tt10196464,7.5,5612,6.0,2.54
tm898773,tt12393526,6.5,12187,0.0,23.407
ts222942,tt11215112,6.6,334,9.1,4.774
tm908777,tt12547440,6.6,210,7.1,3.815
tm1028083,tt6670074,4.6,166,0.0,2.503
tm938227,tt10627548,5.2,2742,5.9,4.223
tm937265,tt13118012,5.8,1348,10.0,9.708
tm917999,tt12724632,5.5,801,0.0,3.231
tm832684,tt10857582,7.0,182,6.4,3.246
tm463038,tt9150970,5.4,5123,0.0,14.306
ts213071,tt10805822,6.0,52,0.0,2.664
tm845117,tt8882390,6.3,992,0.0,1.91
tm822596,tt10662234,5.3,1402,0.0,7.671
tm837648,,,,5.5,3.751
tm844208,tt11412566,7.5,174,0.0,1.009
tm824858,tt10896172,6.1,491,0.0,3.347
ts222838,,,,7.2,4.229
tm944631,tt13206564,8.1,1757,5.8,19.571
tm843958,tt7983712,3.2,615,0.0,8.239
ts225377,tt11725706,7.5,1581,7.3,2.624
tm511991,tt7559180,6.5,2303,0.0,3.039
ts266966,tt12567164,5.0,139,,
tm1149814,tt12499674,5.1,29,,0.887
ts235689,tt11942052,5.1,121,7.5,1.879
tm846941,,,,6.5,3.332
tm957792,tt13212006,4.7,378,0.0,
tm474862,tt7370952,6.0,926,0.0,6.412
tm853485,tt12687448,7.7,323,3.5,1.982
tm849323,tt10930586,3.3,15245,0.0,2.403
tm425944,tt8726116,6.2,1344,0.0,3.057
tm469432,tt6076668,7.6,815,6.5,2.761
tm501222,tt8393332,5.3,5479,5.6,11.036
ts251072,tt12665438,6.7,71,6.7,2.426
tm428506,tt8055888,7.3,8153,0.0,2.934
tm957903,tt13206842,7.2,375,0.0,2.267
tm923612,tt13082008,6.0,182,6.0,1.529
tm838705,tt10091530,4.9,2784,0.0,10.776
ts252015,tt12800428,5.6,231,7.7,3.255
tm946277,tt12573294,7.0,1596,0.0,2.055
tm884531,,,,8.0,1.767
tm973335,tt8130904,5.4,3530,5.7,3.311
tm847212,,,,0.0,2.896
tm822099,tt10635720,8.1,10077,6.8,
tm234980,tt12689526,5.4,399,6.3,3.187
tm910612,tt12459520,5.5,2171,0.0,6.659
tm850382,tt9614988,8.0,1787,0.0,3.546
tm464509,tt8747560,8.4,1834,5.8,1.848
tm820116,tt10958282,6.4,1575,0.0,13.211
tm856945,tt11767524,6.9,806,6.4,5.246
tm859143,tt7805960,6.8,17939,0.0,2.797
tm918026,tt12689876,6.4,543,0.0,3.01
tm1096875,,,,6.5,3.231
tm918960,tt12730310,6.2,89,0.0,3.821
ts89340,tt9327348,7.6,833,0.0,9.173
ts103574,tt9391692,6.7,145,6.0,3.577
ts218367,tt10702412,5.0,203,10.0,2.832
tm840216,tt11163008,6.5,1782,0.0,4.031
tm938048,tt12509942,7.0,621,0.0,2.939
tm821662,tt10608668,7.4,1605,0.0,2.141
tm540277,tt5818722,6.4,319,6.0,2.051
tm810642,tt10076106,4.8,736,0.0,2.4
tm984018,tt13322484,6.8,736,0.0,4.414
tm946801,tt13354204,6.7,4629,7.4,7.195
ts221891,tt10228032,7.4,137,10.0,5.398
tm950808,,,,0.0,4.163
tm847630,tt11385066,2.8,1364,0.0,7.473
ts89531,,,,0.0,0.884
tm946927,tt8741182,7.0,346,6.3,4.109
tm883113,,,,0.0,17.451
ts218504,tt10687170,6.9,128,7.0,7.582
tm431769,tt4232066,6.9,1052,0.0,1.484
tm849251,,,,0.0,8.255
ts237487,tt12140808,6.9,26,9.0,2.148
tm878995,tt11875456,5.1,161,6.8,7.16
tm856545,tt12282598,5.5,2836,0.0,15.292
tm474263,tt9880234,5.2,612,0.0,2.988
tm462037,tt9808532,5.1,358,0.0,5.082
tm851499,tt11611314,7.7,1303,0.0,2.277
tm927033,tt12855976,6.9,25,6.0,1.845
tm849102,tt4486148,4.6,1595,0.0,2.477
tm810836,,,,6.8,2.882
tm954606,tt13262150,5.8,279,0.0,1.144
tm431810,tt8793990,7.2,789,6.8,4.313
tm469966,tt10077998,6.5,1231,0.0,2.526
