id,imdb_id,imdb_score,imdb_votes,tmdb_score,tmdb_popularity
tm34841,,,,0.0,7.53
tm207950,tt0375145,3.8,347,6.3,3.688
ts23357,tt1556097,6.9,39,0.0,0.6
tm105633,tt1418646,7.0,8389,6.4,9.105
tm131107,tt0326900,5.1,4465,0.0,9.176
tm118963,tt0416609,4.7,29,0.0,2.922
tm74354,tt0469429,5.4,2320,7.8,3.493
tm72775,tt0449018,6.5,2636,5.5,3.391
tm139109,tt1137455,2.9,975,4.3,3.191
tm165721,,,,0.0,0.666
tm73696,tt1146321,6.7,843,7.3,3.144
tm51291,tt1202160,6.5,575,8.0,2.782
ts52113,tt6098682,,,0.0,0.84
tm146557,tt1034302,5.9,4837,8.0,5.009
tm137646,tt1328634,6.8,11621,7.0,3.633
tm84033,tt0772178,4.6,7207,0.0,7.284
tm94991,,,,7.0,18.484
tm150563,tt1230380,4.9,861,4.7,3.56
ts20358,tt0320024,7.1,1910,0.0,5.019
tm145938,tt1579236,7.2,709,8.0,2.373
tm169589,tt0443693,6.1,3737,4.0,6.262
ts29171,tt0961121,5.8,396,2.8,3.697
tm92594,tt0388556,6.5,3523,0.0,5.653
tm90867,tt1054677,7.2,1618,6.0,2.868
tm151596,tt0496673,5.9,719,5.4,2.481
tm68753,tt0489244,3.1,3773,4.0,4.445
tm174669,tt0466923,6.8,828,0.0,2.308
tm161582,tt0435597,6.2,599,6.8,5.5
ts79596,,,,0.0,1.824
tm104767,tt1524095,7.6,705,5.8,1.423
ts75255,tt2630718,7.1,58,10.0,1.198
tm99271,tt1528313,6.4,14502,5.8,7.958
ts23319,tt1125758,6.8,1146,0.0,17.668
tm34197,tt0268200,6.7,1553,6.6,3.934
tm114541,tt0299203,4.1,745,5.7,5.232
tm22308,tt0490078,4.5,472,4.2,3.535
tm62526,tt1137439,7.6,1198,6.3,3.215
tm90858,tt0376890,6.0,4092,6.2,4.621
tm118739,tt0354216,4.3,1728,4.9,4.783
tm61056,tt0292490,8.1,72630,6.0,9.318
tm86462,tt0380609,6.1,6352,4.8,8.26
tm168974,,,,5.5,8.548
tm692314,tt0411266,5.0,30,0.0,
tm40876,,,,6.5,3.878
ts21210,tt1355237,4.3,1088,6.0,8.989
ts68313,tt2242181,6.5,23,8.7,2.398
tm32785,tt1106447,6.2,3146,5.8,6.181
tm143843,tt1372301,7.4,3240,7.0,3.078
tm103493,tt1572769,6.9,2258,0.0,3.707
tm146048,tt0365289,6.3,1927,5.9,3.138
tm115856,tt0316188,7.2,5574,0.0,5.278
tm35975,tt0907674,7.5,2190,1.0,2.108
tm87163,tt0450996,5.7,1574,5.9,4.994
tm76283,tt1018820,4.9,1457,6.0,3.975
tm64702,tt0298061,7.5,106,5.6,2.611
ts43355,tt1832767,8.4,51,8.3,1.056
ts2753,tt0389617,7.3,73,0.0,4.066
tm99444,tt1491043,3.9,362,4.9,3.358
tm43918,tt0221799,6.7,4414,6.5,5.068
ts14891,tt1324040,6.8,35,6.4,1.185
tm27018,tt0430650,5.4,875,6.0,3.896
ts78263,tt0398414,7.0,644,7.5,1.728
ts83160,tt2057193,8.1,657,0.0,2.746
tm28756,,,,6.5,5.414
ts13494,tt1445537,7.2,23,0.0,0.843
tm76281,tt0826547,6.7,1256,0.0,2.208
tm91809,tt1822266,8.0,1895,8.1,1.393
tm43899,tt0953382,5.7,1019,6.6,6.582
tm81563,tt0384488,7.4,6130,7.0,4.223
tm54147,tt1185420,6.5,15301,5.0,6.172
tm178834,tt0449869,7.2,6306,0.0,5.55
tm47133,tt0206367,5.0,1191,6.3,4.608
tm112565,tt0212132,7.4,3059,5.0,3.039
tm99776,tt1659261,6.3,949,5.3,2.0
tm30170,tt0461936,7.1,37791,7.1,7.261
tm96675,tt1675312,6.1,750,6.0,2.86
tm37945,tt1230165,7.7,22292,6.0,4.435
tm121257,,,,0.0,2.089
tm248248,,,,8.2,5.643
tm80688,tt0384833,4.7,5321,6.1,10.361
tm133634,tt1434447,7.5,20824,4.5,4.576
tm76240,tt0896040,3.5,895,6.7,5.505
tm39398,tt1062161,3.2,1838,6.3,3.513
tm96269,tt1394383,7.1,1190,6.5,5.254
ts26038,tt1419888,6.8,105,0.0,1.441
tm183629,tt0428856,6.6,5285,0.0,8.795
tm100157,tt1117983,4.2,759,4.4,4.078
tm88498,tt0378072,7.0,14455,6.5,5.111
tm137215,tt0282593,5.9,3492,0.0,3.984
tm64986,tt1065092,3.6,1175,4.6,6.436
tm35456,tt1000095,5.9,2686,6.4,15.878
tm85802,tt0973783,7.7,3968,5.5,2.234
tm59880,tt1188112,7.6,1803,0.0,4.893
tm136367,tt0198970,6.2,11,5.0,2.009
tm115499,tt0313608,5.3,1287,5.3,5.833
tm146861,tt2450448,7.6,227,0.0,1.433
tm173308,,,,4.6,6.809
tm143140,tt1085515,5.8,3250,5.7,5.97
tm100441,,,,5.3,5.195
tm130585,tt1198396,5.6,1189,5.7,3.453
tm28457,,,,1.0,3.956
tm78174,tt1009012,4.1,615,6.4,3.653
tm27742,tt0442795,6.3,1674,7.2,4.596
ts45140,tt1936714,7.8,26,6.9,0.6
tm165702,,,,0.0,1.805
tm87001,tt0395565,7.4,3663,7.1,6.196
tm144095,tt1085382,5.9,1172,5.3,2.24
tm102617,tt1235537,6.1,461,5.3,1.533
tm176213,tt0448206,6.2,7607,5.6,4.645
tm96562,tt0352994,7.3,6879,6.9,4.289
tm85756,tt0287733,5.0,1375,4.7,0.6
tm149399,tt1467088,5.1,2120,7.5,3.581
ts11630,tt0377156,6.6,338,0.0,3.913
tm37603,tt0273719,6.0,3555,5.7,2.385
tm130562,tt0380787,5.9,877,4.5,3.74
tm80250,tt0443474,6.4,779,4.2,3.559
tm65871,tt1032854,7.1,1601,3.0,1.672
tm75613,tt1043496,6.9,577,6.6,2.637
tm105330,tt0272736,5.0,5781,4.6,4.714
tm76050,tt0475286,6.4,1706,5.7,4.327
tm170169,tt0415908,4.7,5479,4.3,2.952
tm44321,tt0302739,6.6,3178,7.1,6.24
tm71856,tt0823158,6.0,2011,5.6,3.418
tm40989,tt0251006,5.7,3845,9.0,3.758
tm81434,,,,6.1,11.091
tm184906,tt0455447,4.9,498,7.0,3.297
tm139948,tt1313113,5.8,6142,7.3,5.483
ts8153,tt1039872,8.4,28,0.0,0.6
tm82233,tt0388141,6.6,556,5.1,1.707
tm49094,tt1297441,7.5,176,,1.604
tm79679,tt0963169,6.4,521,3.7,2.715
tm144345,tt0347304,7.9,69933,0.0,10.229
ts16284,tt0896527,7.1,889,6.0,6.061
tm28348,tt1087527,6.6,3469,7.9,5.982
tm151577,tt0997038,5.3,859,5.5,4.023
tm77523,tt0840304,3.2,2872,4.1,10.613
tm91631,tt1559025,7.0,1942,0.0,6.5
tm149187,tt0324619,6.6,1226,4.9,3.165
tm225512,tt1664010,5.4,648,6.3,2.841
tm172691,tt0414344,6.8,1234,6.5,1.541
tm86965,tt0372303,5.1,1486,0.0,6.049
tm115357,tt0316159,6.3,19,0.0,1.549
tm108086,tt0298126,5.5,307,4.3,1.4
tm79843,tt0368721,7.7,1435,4.5,4.735
tm138271,tt8116258,6.1,306,0.0,2.558
tm38035,tt0995752,3.8,5551,3.7,2.555
tm84741,tt0316187,6.1,1482,3.8,4.042
tm71132,tt0465737,5.6,705,6.1,5.429
tm61780,tt0274861,4.2,447,4.0,1.895
tm754448,tt0298566,7.5,106,0.0,
tm25454,tt0824330,6.7,7634,6.6,9.708
tm64045,tt0263728,3.9,2857,8.8,4.952
tm29993,tt1152403,3.3,1374,6.5,4.517
tm30228,tt0496253,7.6,321,5.8,1.32
ts25506,tt1260848,4.6,183,0.0,0.842
ts45318,tt1100935,6.6,197,9.0,2.712
tm77945,tt0382856,3.5,1312,5.8,4.53
tm154625,tt1300155,6.4,1599,0.0,6.07
tm165846,tt1111313,7.3,1066,6.7,3.214
tm118247,tt0284445,3.5,2057,0.0,3.182
ts33704,tt1880644,8.5,79,0.0,0.6
tm48689,tt0256089,6.0,205,5.2,1.4
tm38997,,,,4.3,10.161
tm118569,tt0471734,7.0,46,5.6,7.401
tm23441,tt0449999,6.0,20296,6.4,8.285
tm171350,,,,8.0,1.377
tm87766,tt0388835,7.3,309,5.3,2.895
tm82924,tt0371878,5.8,1143,0.0,4.929
tm91525,tt1610452,7.2,17143,7.0,7.625
tm144237,tt1213930,6.0,626,6.6,2.022
tm39180,tt0439662,7.1,33373,5.9,7.789
tm133128,tt1315883,5.9,1106,5.5,5.932
tm30250,tt0489707,7.1,604,6.0,1.25
tm85548,tt0867286,4.3,1279,5.7,3.623
tm178414,,,,5.5,4.363
tm92757,,,,5.3,2.955
tm34237,tt1277733,4.9,375,3.5,2.828
tm99592,tt1374995,6.4,40,5.5,0.707
tm84704,tt0497432,4.2,1926,9.3,5.148
tm49022,tt1046894,4.8,742,6.3,5.57
tm80392,tt0411396,4.9,351,6.0,0.886
tm80978,tt1034405,4.8,610,4.7,3.374
tm166634,tt0465417,5.3,779,5.8,3.901
tm693677,tt0320626,5.2,69,6.7,0.6
tm70450,tt1109499,5.9,584,6.0,4.46
tm92833,tt1391579,3.3,1913,3.5,4.664
tm167201,tt0328378,4.1,355,5.6,1.689
tm83576,,,,4.3,6.79
tm91049,tt0363623,4.9,242,6.1,3.577
tm60435,tt1043838,4.6,4044,6.0,9.207
tm136544,tt1636817,6.2,234,6.0,1.826
tm103891,,,,1.5,3.033
ts38969,tt2035145,8.2,38,0.0,1.4
ts56589,tt3270208,5.3,159,0.0,6.172
tm92596,tt1606183,7.2,2628,6.7,2.626
tm168300,,,,6.3,6.088
tm144211,tt0293452,5.2,630,1.0,2.772
tm138474,tt0313503,5.9,441,4.2,2.956
tm152959,,,,0.0,1.295
tm34222,tt0265104,4.7,2833,3.5,8.309
tm93066,tt1272051,5.0,1410,5.3,4.544
tm55278,tt0303120,6.0,605,3.8,2.413
tm35910,tt1139800,5.8,2176,4.9,7.534
tm26948,tt0800089,5.9,9,6.6,2.845
tm103564,,,,3.9,10.313
tm757607,tt0256797,4.3,53,0.0,0.6
ts32636,tt0390762,6.7,255,7.5,4.136
tm38738,tt0839949,5.6,1146,7.0,2.492
tm100369,,,,6.8,3.168
tm729705,tt0337122,5.7,80,0.0,0.6
tm147789,tt1034090,4.8,976,5.9,3.536
tm87154,tt2327670,5.5,121,0.0,4.992
tm181684,tt0465653,6.9,2801,6.1,3.987
tm417761,tt1803147,7.0,270,0.0,0.903
tm101980,tt1766093,5.2,566,0.0,5.834
tm131669,tt0326901,5.6,824,8.2,3.654
tm38454,tt1295909,7.4,3059,7.4,4.188
tm45450,tt0954981,6.4,6348,6.9,5.219
tm35342,tt1182972,6.2,11727,6.3,3.764
tm77863,tt0808306,6.1,2697,4.0,3.088
tm53988,,,,5.4,0.6
tm841100,,,,5.0,1.329
tm77257,tt0491145,4.8,2552,4.8,3.304
tm83934,tt0374277,6.4,4333,6.2,5.738
tm31575,tt0880475,7.5,690,0.0,2.135
tm28493,tt0368152,7.9,12,4.8,3.981
tm175410,tt0439478,6.5,1087,5.8,3.461
ts31120,tt1252461,8.3,34,7.9,1.4
tm33213,tt0477448,5.0,689,5.9,1.874
tm97038,tt1516002,6.3,1813,7.6,5.093
ts23689,tt1880529,8.0,78,0.0,1.4
tm83756,tt0833553,5.6,5030,5.5,3.89
tm85401,tt0386651,7.6,5169,0.0,4.725
ts2943,tt0458250,5.7,60,8.3,0.6
ts23145,tt1649945,,,0.0,0.6
tm155600,tt1340456,2.3,180,0.0,2.251
tm78172,tt0825239,6.7,3478,4.3,7.155
tm168156,tt0452632,7.1,292,6.0,1.336
tm52925,tt0479044,6.8,2851,6.2,5.214
tm35642,tt1131742,2.3,622,6.1,3.074
ts23811,tt1429423,5.0,144,0.0,0.6
tm121033,tt0322622,6.5,2486,0.0,3.906
tm78545,tt0833476,3.7,3321,5.3,3.282
tm76921,tt0363587,7.1,416,7.0,3.133
tm69306,tt0792965,6.7,12159,0.0,7.118
tm282441,tt4611920,7.0,69,4.0,1.421
tm132980,tt0335185,6.5,636,8.0,2.144
tm77846,tt0986213,6.2,3319,4.3,3.502
tm71357,tt1046183,7.0,3106,5.8,2.397
tm129971,tt0886539,7.1,10396,6.2,3.986
ts33431,tt0426774,5.8,204,9.0,4.987
tm83529,tt0410454,6.5,1154,8.0,4.085
tm41953,,,,5.6,2.761
tm103133,tt1373156,7.1,12375,6.2,4.449
ts28813,tt1252621,8.0,993,0.0,6.501
tm117419,tt0330843,6.8,7277,6.4,4.369
tm88847,tt0359054,5.9,375,0.0,1.756
tm184564,tt0425743,3.5,2499,3.0,4.868
tm98037,tt1043725,4.8,402,4.4,1.973
ts26708,tt1270230,5.4,319,0.0,1.431
tm163674,tt0451038,5.4,1140,6.0,4.73
tm145671,tt0346750,6.1,587,7.3,2.531
tm31181,tt0498355,7.3,368,6.0,1.114
tm90997,tt1447800,6.3,659,6.5,2.249
tm177067,tt0409838,6.7,540,0.0,2.215
tm94424,tt0414453,6.1,519,4.8,2.697
tm89828,tt1592855,7.0,680,9.0,3.649
tm45941,tt0938706,6.1,944,5.1,2.328
tm134456,,,,0.0,1.4
tm31600,tt0780524,7.8,1736,6.0,3.7
tm135752,tt0379593,6.8,6389,7.1,5.855
tm105356,tt0210953,5.4,333,8.0,1.804
tm144450,tt0272036,2.8,867,5.3,2.195
ts25762,tt1215315,7.1,228,0.0,1.96
tm84575,tt0772200,6.7,2114,5.0,2.516
tm27861,tt0840303,5.5,1308,7.7,4.362
tm94600,tt0382019,4.8,1459,3.8,3.86
tm81934,tt0360025,5.6,482,5.9,1.945
tm23229,,,,6.5,0.912
tm39382,tt0296845,6.4,3323,6.3,5.858
tm55627,tt1083450,6.9,315,5.0,3.251
tm70073,tt0468965,5.0,1372,4.0,1.989
tm145247,tt1311699,5.9,4317,6.8,5.626
tm29195,tt0821810,5.7,870,0.0,3.825
tm60387,tt1079372,3.6,1032,6.9,4.107
tm81466,tt0382465,6.6,202,4.3,1.045
tm96595,tt0323013,7.9,23750,6.0,5.649
tm710149,tt0473397,7.0,98,0.0,1.4
tm102244,tt1587877,6.0,2508,6.2,7.063
tm171382,tt0461660,6.4,665,4.0,2.249
ts43315,tt0435585,7.5,71,,1.354
tm77304,tt1020766,4.7,366,6.8,4.179
tm118391,tt0302056,5.9,339,4.9,2.782
tm30721,,,,6.3,5.443
tm669213,tt1202347,6.6,36,0.0,0.6
tm334437,tt0390387,6.3,144,0.0,1.4
tm138184,tt1401690,5.6,474,4.7,1.418
tm70423,tt0874917,3.2,699,6.6,4.702
tm111359,tt0271285,4.3,229,6.0,3.037
tm105196,tt0269281,6.0,1635,4.9,4.723
tm175600,,,,6.3,6.373
tm79394,tt1101637,7.4,1311,4.7,3.415
tm143255,tt1375790,5.2,512,0.0,3.82
tm40583,tt1153543,5.4,679,5.0,3.639
tm75012,tt1159198,4.4,571,6.2,4.007
tm43936,tt0267414,4.7,273,7.4,2.844
tm136116,tt0230540,4.1,169,5.5,1.756
tm54624,tt1227774,5.3,375,6.3,4.772
tm163583,tt0456166,6.1,7685,4.0,4.156
tm418915,tt1356396,8.7,33,,0.6
ts15754,tt2469954,8.0,95,7.0,27.245
tm79501,tt1097271,7.4,153,4.5,2.978
tm21921,tt0419256,6.8,3191,6.7,3.726
ts70119,tt1426952,7.9,65,,0.626
tm32743,tt0319115,3.7,370,4.2,1.717
tm99957,,,,1.9,1.475
tm133137,tt0311863,5.6,743,3.4,2.862
tm98533,tt1700843,7.0,190,7.0,2.046
tm105332,,,,4.6,1.028
ts32309,tt0937344,7.4,102,0.0,1.4
tm88177,,,,3.6,5.183
ts21445,tt0453434,4.8,203,3.6,3.275
tm89832,tt0364254,7.3,454,0.0,2.261
tm320619,tt0838178,5.5,300,0.0,3.363
tm83775,tt0454962,5.6,960,5.7,3.557
tm96655,tt1675309,6.8,469,5.3,1.641
tm145141,tt1158936,6.8,2588,6.2,4.555
tm142103,tt1479670,5.6,84,5.5,1.494
tm92381,tt1735932,6.5,421,5.5,0.689
tm46553,tt1260591,4.4,590,5.6,3.73
tm38176,tt0250613,3.4,1757,0.0,4.79
tm138379,tt0337887,3.8,758,7.5,3.371
tm179524,tt0444673,6.7,367,8.0,1.416
tm826023,tt10682798,4.4,32,8.0,
tm33546,tt1226227,7.6,98,6.9,1.188
tm154512,tt0964586,6.9,3543,5.3,4.018
tm96602,tt0321626,3.1,436,2.9,2.282
tm43156,tt0265320,6.0,464,4.8,2.167
tm117624,tt0292512,4.9,555,5.1,4.007
tm40910,tt0275764,6.4,1015,5.7,4.254
tm78576,tt0765462,5.0,543,0.0,2.49
tm19213,tt0285730,6.7,180,3.1,1.363
ts30211,tt1719950,7.6,314,9.3,2.974
tm76192,tt14244674,8.7,16,6.7,0.66
tm36805,tt0298580,5.2,662,6.6,2.256
ts187948,tt1090143,7.5,20,,
tm34133,tt1087841,4.7,1040,6.3,4.857
tm133647,tt1785538,5.9,320,5.7,0.736
ts10441,tt0939006,6.2,107,0.0,0.84
ts68436,tt1123709,7.2,84,8.0,0.6
tm31957,tt0800026,4.8,902,6.0,5.052
tm136222,tt0335034,7.0,510,6.1,2.629
tm68905,tt0800205,5.9,505,6.0,2.838
tm34518,tt1053951,7.0,579,5.6,2.483
tm82088,tt0372803,2.6,713,6.7,3.555
tm106527,tt1543511,7.4,260,7.0,1.243
tm32568,tt0835362,5.5,852,6.9,2.56
tm115621,tt0282589,4.8,1358,7.1,5.134
tm30181,tt1254249,6.2,779,6.9,3.47
tm30207,tt0405052,5.1,1292,6.0,5.183
tm87130,tt0402127,4.8,1716,5.0,3.286
tm106404,,,,4.8,6.19
tm84256,tt0487504,5.5,1529,5.9,4.16
tm55483,tt1192384,4.3,505,7.6,3.481
tm111078,tt0315632,5.7,1292,6.4,1.067
tm87867,tt1591499,7.8,247,5.9,2.742
tm110268,tt4966036,5.7,131,6.2,1.007
tm39241,tt0126240,5.8,1123,6.6,4.206
tm87391,tt1206296,5.4,26,,0.6
tm23326,tt0770214,6.8,3543,4.3,3.425
tm50243,,,,8.0,0.6
tm34534,tt0231001,6.8,4305,6.6,2.268
tm36245,tt0459578,6.5,3235,7.2,6.352
tm111366,tt0305633,5.3,649,5.0,2.694
tm151183,tt1506435,7.6,335,8.3,2.432
tm180783,tt1538882,5.4,10,,0.6
tm254309,tt0345239,7.1,162,7.0,0.6
tm373348,,,,6.6,0.636
tm745779,tt0303287,5.3,134,7.0,0.6
tm74490,tt0985636,5.4,2582,5.5,3.375
tm78479,tt1003118,7.2,686,6.4,3.864
tm95226,tt1615110,4.9,329,3.8,3.934
tm170312,tt1206290,4.5,15,,0.6
tm88868,tt0404319,5.9,709,6.3,2.353
tm142204,tt0818170,6.9,1002,5.7,1.641
tm98383,tt1129427,5.4,2097,0.0,6.325
tm148114,tt1355235,6.2,689,3.0,3.915
tm100746,tt1602476,6.1,7296,4.0,3.27
tm29788,tt0446062,6.7,942,1.0,2.052
tm90897,tt12739886,6.8,6,7.3,1.144
tm72121,tt0885468,5.7,862,6.1,3.045
tm131626,tt1202540,4.7,4326,5.6,5.376
ts5454,tt0471989,6.3,392,8.5,2.391
tm48630,tt1086777,4.3,385,5.6,5.031
tm89252,tt1103255,3.7,552,3.0,2.659
tm167837,tt0433817,4.9,505,5.7,1.558
tm148734,,,,5.2,1.25
tm55859,tt0475252,5.5,3029,6.6,5.484
tm22601,tt0276399,4.2,160,7.4,0.989
tm21252,,,,6.9,14.358
tm45183,tt0849441,4.0,404,5.0,3.895
tm27349,tt0951333,5.2,1203,5.6,7.21
tm110492,tt0307639,6.2,779,7.2,1.718
tm144532,,,,0.0,4.916
tm149624,tt2222754,7.2,36,,1.791
tm156178,tt1537874,4.6,120,1.0,1.46
tm104371,tt1820364,6.8,90,3.5,1.782
tm142289,,,,2.0,2.04
tm36448,tt0250739,5.7,669,4.5,2.05
tm28533,,,,6.4,2.657
tm139822,tt1326277,5.3,224,6.0,1.219
tm31256,tt0418880,3.4,982,2.3,1.4
tm71408,tt0903131,5.1,555,3.7,2.991
tm232492,tt0327004,5.9,633,7.1,1.864
tm156708,tt1083853,6.3,140,5.8,0.731
ts44876,tt2776240,8.3,43,0.0,0.92
tm175871,tt0300922,3.8,2374,1.4,2.111
tm118725,,,,2.0,2.204
tm105833,tt0493248,5.5,377,7.7,1.4
tm611052,tt2320131,6.1,10,0.0,0.6
tm27698,,,,6.9,0.705439
tm38008,tt0762102,4.7,497,7.1,4.915
tm24687,tt0236126,3.2,1206,7.0,2.655
tm80407,,,,8.0,2.113
tm130393,tt1356395,4.4,859,5.1,4.775
tm109870,tt0337634,4.9,349,6.3,1.325
tm28411,tt0494230,5.1,323,4.4,3.001
tm78680,tt0473015,5.3,526,0.0,1.345
tm39181,tt0823174,6.3,81,5.8,2.297
tm106674,tt0302247,5.2,429,7.0,1.854
tm84835,tt0989622,5.3,1054,9.0,3.613
tm21967,tt0813996,3.7,1301,7.7,3.717
tm21601,tt0810949,6.7,557,5.1,2.428
tm40528,,,,5.7,0.6
tm43555,tt2998102,6.3,80,5.0,0.848
tm52759,tt1191138,4.9,2720,5.3,2.6
tm94074,tt1905010,5.8,1366,6.3,3.167
tm130980,tt1282147,5.9,1057,5.0,3.069
tm32267,tt0960721,5.8,1952,5.4,3.182
tm53000,tt1371126,6.6,313,5.3,4.828
tm202801,,,,10.0,0.625
tm39304,tt1124375,4.0,443,5.5,2.284
tm53763,tt0219126,5.2,484,0.0,2.27
tm824886,,,,0.0,0.6
tm159890,tt0926060,7.8,31,5.6,2.343
tm137676,tt0384156,6.2,425,7.6,2.504
ts41545,,,,0.0,1.4
tm168606,tt0827788,6.6,3418,6.6,3.615
tm94220,tt1493825,6.8,56,0.0,0.6
tm84586,,,,6.1,0.6
tm79260,tt0431985,4.3,895,5.7,2.087
tm81766,,,,5.5,4.293
tm101338,tt1705123,6.2,83,6.2,0.637
ts21742,tt0388625,5.1,409,0.0,2.96
tm29673,tt1130987,6.4,714,1.7,4.661
tm1070938,tt14814300,6.3,9,,
tm669124,tt1103272,5.1,90,0.0,0.6
tm707208,tt0425056,3.3,178,0.0,0.958
tm49552,tt0301317,,,4.0,3.237
tm77097,tt0479948,3.9,1939,6.0,3.911
tm44391,,,,5.1,6.822
tm30132,tt0419468,5.4,3423,5.7,2.853
tm140949,tt1486861,5.3,707,6.3,3.857
tm139932,tt1659208,7.3,131,6.0,2.269
tm150364,tt1562256,7.2,123,8.0,2.251
tm80928,tt0395944,5.3,7,6.1,0.628
tm86867,tt0323124,7.3,21,5.3,1.4
tm85008,tt3671346,5.8,9,4.8,0.939
tm93546,tt1351224,4.9,3267,4.8,3.288
tm209828,tt0470283,7.5,675,0.0,1.4
tm149984,tt1270096,3.1,132,0.0,4.105
tm85958,tt0337640,5.4,466,2.6,2.66
ts23944,tt0443717,6.6,81,0.0,2.806
tm38998,tt0762133,7.5,768,6.3,1.419
ts179412,tt1604098,8.2,8,,
tm346277,tt4196616,8.2,20,0.0,1.216
tm114172,tt0322653,5.4,2331,5.8,1.394
tm96439,,,,6.9,2.693
tm47831,tt0267989,5.2,855,6.9,3.032
ts19229,tt0996557,5.0,332,5.0,1.96
tm177756,tt0460559,4.8,230,0.0,3.807
tm201841,tt0375878,8.0,6495,7.4,3.859
tm41200,tt1068632,4.6,828,5.0,5.216
tm132799,tt0354763,6.9,169,7.0,1.592
tm77248,,,,6.1,4.246
tm31915,tt1229764,4.8,1036,5.5,3.776
tm131338,,,,4.8,1.154
tm308960,tt1722436,6.5,88,6.5,1.503
tm184049,,,,0.0,0.6
ts24545,tt0389667,6.1,134,0.0,2.225
tm667796,tt1078908,6.4,28,0.0,
tm745585,tt0316892,7.4,52,,0.6
ts250942,,,,,0.6
tm210742,tt6801910,6.6,51,0.0,0.93
tm771,,,,7.4,3.422
tm34409,tt0996913,2.0,293,3.0,1.707
tm200876,tt0415877,5.3,165,5.3,1.416
tm21492,tt4981458,7.4,20,,1.4
tm33134,tt0366709,5.5,365,6.1,2.824
tm354097,tt5297152,4.9,179,0.0,2.261
tm185855,,,,5.3,1.646
tm91032,tt1604070,5.3,902,5.1,4.955
tm106043,tt1632477,5.9,103,7.7,1.033
tm112905,tt0217979,3.4,689,4.4,3.499
tm101886,tt1667156,5.5,418,5.8,1.174
tm98290,tt1606267,5.2,2205,5.8,1.691
tm58040,tt1196618,2.5,558,3.5,3.575
tm143395,tt0349133,5.2,286,0.0,2.049
tm81574,,,,5.0,1.4
tm252967,tt0808475,7.8,101,6.0,0.6
tm37096,tt0835419,4.1,303,4.8,1.4
tm179382,tt0358048,4.6,173,5.5,1.4
tm691752,tt0783498,7.1,97,0.0,
tm33038,tt1252616,5.9,743,6.3,3.491
ts176695,tt1810017,7.4,14,,
tm106812,tt1773015,7.5,5567,5.3,1.547
tm106060,tt1504354,4.6,140,6.6,1.937
tm451956,tt1880314,8.3,29,4.8,0.652
tm769971,tt0250622,7.1,52,8.0,0.655
tm169281,tt0439504,2.5,1861,4.7,2.882
tm137278,tt1153698,5.7,162,0.0,2.607
tm41312,tt0271200,4.3,1129,5.9,4.353
tm254323,tt0356129,7.8,507,7.0,1.536
tm176474,tt0350128,3.5,422,0.0,0.887
ts30248,tt1770087,5.5,87,0.0,0.6
tm112695,tt0338559,4.6,207,3.5,1.8
tm1079424,tt12663208,2.5,154,10.0,2.602
ts52141,tt1564687,7.6,20,0.0,0.6
tm859688,,,,0.0,0.629
tm422700,,,,0.0,0.6
tm116970,tt0326450,7.0,2650,8.0,3.63
tm203121,tt0852992,7.4,124,10.0,1.758
tm151704,,,,3.2,4.343
tm149820,tt1545306,4.9,91,2.0,0.6
tm113030,tt0328998,5.5,1943,0.0,4.079
tm255637,tt1205050,5.6,197,4.0,2.938
tm150613,tt1467134,5.0,794,4.1,2.552
ts155102,tt3560874,7.7,7,0.0,
tm88513,tt0335008,6.4,885,7.0,1.653
tm73706,tt0787495,5.5,1397,0.0,3.284
tm31524,tt1034402,7.3,438,6.9,1.327
tm29407,tt1343087,6.5,119,7.6,1.854
tm74006,tt0926110,5.0,2542,3.5,5.991
tm136201,tt1501342,5.7,26,10.0,0.6
tm300063,tt2526102,6.5,140,7.1,2.146
ts39192,tt3342858,7.5,12,9.0,1.4
tm892049,,,,0.0,0.949
tm27021,tt0806167,5.1,380,6.0,1.237
tm82907,,,,,0.851
tm251688,tt1648165,7.1,142,5.0,0.6
tm203478,,,,,0.6
tm598922,tt12189470,5.0,11,7.0,0.6
ts35004,tt15798664,,,0.0,3.746
tm89937,tt1700744,6.5,27,6.0,0.6
tm84759,tt1033467,7.7,1618,6.4,2.606
tm92139,tt1382720,5.6,383,5.1,2.264
ts10058,tt1398547,5.6,44,5.5,3.408
tm671772,tt1109642,6.8,120,,
tm173997,tt0435678,4.2,247,0.0,1.412
tm160163,tt0431418,3.6,1445,3.6,2.708
tm81109,tt1297801,6.7,35,4.8,0.6
tm58246,tt0807944,7.1,2559,7.0,1.562
tm104117,tt1233220,4.7,171,5.6,2.793
tm364279,tt1069262,7.3,514,0.0,0.6
tm35941,tt1194606,3.5,547,6.1,1.572
tm1029894,,,,0.0,0.666
tm158162,tt0446744,5.1,332,6.7,4.474
tm165351,tt1822210,4.0,50,1.0,0.6
tm457474,,,,0.0,0.983
tm86087,tt0312510,6.0,207,6.4,0.711
tm226674,,,,4.5,1.4
tm50273,tt1251761,5.6,576,7.2,5.169
ts25829,tt0913758,8.6,54,0.0,1.4
tm820819,,,,0.0,0.6
tm817234,tt14677610,3.2,5,0.0,1.4
tm241896,tt1493183,7.7,40,6.2,2.6
tm876776,tt11707336,7.4,14,0.0,
tm95311,tt1730762,5.2,926,5.1,2.907
tm254666,tt7878730,5.1,243,8.0,1.787
tm615149,tt2291982,6.6,46,0.0,0.805
